X,logFC,AveExpr,t,P.Value,adj.P.Val,B
LOC111772300,-0.145362235,8.649690861,-0.66287489,0.514069343,0.998285169,-4.654853756
ACADS,0.094662021,5.509964458,0.462252429,0.649513895,0.998285169,-4.65487096
CA1,0.194734564,7.132250598,0.243608802,0.810887883,0.998285169,-4.654920567
MAP4,-0.181081157,8.716436634,-0.661581096,0.514883237,0.998285169,-4.655011684
ZMPSTE24,-0.074558869,5.334321667,-0.239295084,0.81416845,0.998285169,-4.655052361
RNF114,-0.138915335,7.269881554,-0.639254325,0.52933111,0.998285169,-4.655058904
SEC24C,0.135508437,6.26577948,0.627527669,0.536844469,0.998285169,-4.655078291
IMPACT,-0.112027763,5.442117125,-0.41386304,0.684223146,0.998285169,-4.655084862
ITPRID2,0.051041389,5.505907922,0.17521214,0.863294369,0.998285169,-4.655123019
PTK7,0.060256177,7.132870243,0.174005452,0.864225738,0.998285169,-4.655149118
WDR13,0.138361594,7.225302398,0.638071862,0.530086122,0.998285169,-4.655193538
LZTFL1,-0.10893509,6.960697636,-0.603455262,0.552743803,0.998285169,-4.655218692
NDRG3,0.168383131,6.063526949,0.556600917,0.584050438,0.998285169,-4.655278841
DPH6,-0.100434267,5.083949638,-0.343709686,0.735608179,0.998285169,-4.655312634
CXCL12,0.24780784,9.141839445,0.659055674,0.516473974,0.998285169,-4.655319124
DDX6,-0.129761094,8.639284808,-0.659030137,0.516490073,0.998285169,-4.655322228
PFN2,-0.172447143,7.344459291,-0.515788383,0.611726312,0.998285169,-4.655342033
NXN,0.143206295,6.489599937,0.602242145,0.553535594,0.998285169,-4.655342887
CMTM7,0.105956119,5.839885519,0.272419031,0.78883742,0.998285169,-4.655421201
COMP,-0.127866888,17.76024906,-0.657323605,0.517566556,0.998285169,-4.65552935
HBA,0.483174629,13.40312684,0.657309009,0.517575768,0.998285169,-4.655531119
MDK,0.061307261,5.586945079,0.150864379,0.882125592,0.998285169,-4.65561496
PHYKPL,-0.035832344,6.473854698,-0.150421207,0.882469073,0.998285169,-4.655623237
SHMT1,0.136995287,7.196778084,0.655758569,0.51855487,0.998285169,-4.655718858
DIP2B,0.096155335,6.414662293,0.655529439,0.518699652,0.998285169,-4.655746568
CSNK1A1,0.080098119,6.313966339,0.32734264,0.747462614,0.998285169,-4.655776717
COPG1,-0.137782192,8.78432101,-0.655265491,0.518866463,0.998285169,-4.655778478
PFDN6,-0.14625236,7.16096892,-0.655041731,0.519007898,0.998285169,-4.655805519
ATP5PB,-0.115127256,7.163338389,-0.597565077,0.556593851,0.998285169,-4.655819518
POSTN,-0.290814526,7.692053281,-0.632282872,0.533790868,0.998285169,-4.65584931
RHOC,-0.116212439,10.7397092,-0.654221655,0.519526438,0.998285169,-4.655904552
IGFBP7,0.182603943,5.484445445,0.653757755,0.519819891,0.998285169,-4.655960521
FGFR3,-0.200589765,7.24321177,-0.566506815,0.577428791,0.998285169,-4.655998846
PSMB1,0.092490928,9.039937852,0.65300841,0.520294104,0.998285169,-4.656050852
NHERF2,-0.128824556,5.525721992,-0.527171518,0.604254397,0.998285169,-4.656096679
SRA1,-0.042257738,6.050752838,-0.120185365,0.90595734,0.998285169,-4.656130751
PPAT,-0.09227229,6.080604007,-0.415912662,0.682751743,0.998285169,-4.656142539
TSPAN6,-0.253105258,6.512073997,-0.617603388,0.543247602,0.998285169,-4.656161287
EIF3B,-0.132021611,8.212750642,-0.651687478,0.521130617,0.998285169,-4.656209849
TUBB3,0.159373355,6.334609143,0.414478523,0.683781159,0.998285169,-4.656227083
DDRGK1,0.11025449,5.813238634,0.315428835,0.756330462,0.998285169,-4.656285444
CACNA2D1,0.026889327,6.923739562,0.108178637,0.91531115,0.998285169,-4.656300945
GLS,-0.082781461,6.573306695,-0.562291434,0.580241927,0.998285169,-4.656388755
WDR11,-0.03138223,4.506509939,-0.100566602,0.921248095,0.998285169,-4.656399601
THSD4,-0.176040572,8.405643223,-0.649938385,0.522239409,0.998285169,-4.65641992
OSTC,-0.158847756,8.219969682,-0.568454423,0.575825474,0.998285169,-4.656440313
IGFALS,0.120364409,7.388628683,0.317556473,0.754990703,0.998285169,-4.65646911
DST,0.025571447,5.657228399,0.093674372,0.926627829,0.998285169,-4.656482738
NCLN,0.024591134,6.629607875,0.093201838,0.926996804,0.998285169,-4.656488222
UBE4A,-0.102304287,6.024361641,-0.468819087,0.644903243,0.998285169,-4.656504368
SCUBE2,-0.091797853,5.249049103,-0.315403578,0.756594024,0.998285169,-4.656560335
GNPDA2,-0.107651723,9.41696449,-0.648728868,0.523006907,0.998285169,-4.656564879
APPL2,-0.02314859,5.908827996,-0.082087916,0.93567986,0.998285169,-4.656609229
A0A9L0SX36,-0.237488871,8.09068908,-0.64820129,0.523341875,0.998285169,-4.656628029
RAB1A,-0.125673596,7.608810323,-0.6480237,0.523454656,0.998285169,-4.656649276
A0A3Q2H306,-0.145003813,8.045381763,-0.310869471,0.759974456,0.998285169,-4.656750476
PEA15,-0.016435327,6.572074956,-0.064461205,0.949468101,0.998285169,-4.656769726
GOSR1,0.116587873,5.519903994,0.383022963,0.706518091,0.998285169,-4.656801223
PTPN6,-0.163227287,6.119449932,-0.507102957,0.617992583,0.998285169,-4.656801374
GTF2I,-0.016583208,6.212058682,-0.058155443,0.954404993,0.998285169,-4.656817776
LOC100147109,-0.384781568,8.430024678,-0.610520782,0.547842058,0.998285169,-4.65692429
EPB41,-0.010849617,5.774959818,-0.040556325,0.968193219,0.998285169,-4.656925754
NCF1,0.006839743,6.187477383,0.020301867,0.984074527,0.998285169,-4.657002384
DDX21,-0.167385652,6.548590188,-0.461535777,0.650017966,0.998285169,-4.657009516
TXNL1,0.122510725,8.533571501,0.644840636,0.525478362,0.998285169,-4.657029168
IWS1,-0.095826743,6.639634538,-0.536591966,0.597540571,0.998285169,-4.657032316
TTC1,0.046124072,6.251369519,0.221532423,0.827523336,0.998285169,-4.657040864
CD58,0.041404202,6.504780415,0.160339663,0.874787729,0.998285169,-4.657052955
WDR1,0.121752245,9.90912205,0.644328025,0.525804665,0.998285169,-4.657090183
ANOS1,-0.109268693,5.012160732,-0.218746255,0.829655827,0.998285169,-4.657120032
CLU,0.213483391,15.54549034,0.643833161,0.526119776,0.998285169,-4.657149043
HIP1R,0.064138858,5.738408676,0.374234487,0.712923242,0.998285169,-4.657266812
UGP2,0.105703646,11.87040674,0.642795303,0.52678098,0.998285169,-4.657272351
EIF4G1,0.139187668,7.116146366,0.642717276,0.526830708,0.998285169,-4.657281614
MFAP2,-0.25718746,8.657856114,-0.61934316,0.542122167,0.998285169,-4.657294902
BPHL,-0.113998846,6.757751609,-0.606767308,0.550285231,0.998285169,-4.6573253
CYTL1,0.213598486,12.03135839,0.642260686,0.527121753,0.998285169,-4.657335796
SEMA3C,0.167616943,10.30428095,0.641740815,0.527453242,0.998285169,-4.657397444
ARL1,-0.146865779,7.8618732,-0.641700197,0.527479146,0.998285169,-4.657402259
LDHA,-0.113688502,14.04928547,-0.641682327,0.527490543,0.998285169,-4.657404377
PTRH2,-0.113835649,7.150614326,-0.618210336,0.542854834,0.998285169,-4.657420127
LRRC59,-0.093566234,9.313637626,-0.639874918,0.52864394,0.998285169,-4.657618323
GFPT1,-0.155460121,10.12306085,-0.639691995,0.528760748,0.998285169,-4.657639944
PTPMT1,-0.270024669,7.273189017,-0.616102872,0.544219264,0.998285169,-4.657652517
RTN4,0.198057146,6.400788289,0.528691498,0.602908847,0.998285169,-4.657707935
C1QTNF12,-0.249931499,9.01405809,-0.638817831,0.529319153,0.998285169,-4.657743191
RPS19,-0.143834808,10.56460156,-0.638252334,0.529680556,0.998285169,-4.65780991
PSAP,-0.167640528,11.19318133,-0.637592761,0.530102252,0.998285169,-4.657887659
NOL7,-0.085073492,6.448583364,-0.384188613,0.70567024,0.998285169,-4.65794689
AZGP1,0.256182838,8.000406504,0.60058306,0.554323105,0.998285169,-4.65798094
SLC1A5,0.175079425,7.425916015,0.599896814,0.55477213,0.998285169,-4.658053305
HYOU1,0.165857962,6.410745841,0.599762471,0.554860055,0.998285169,-4.658067462
SART1,0.15042349,7.146801649,0.543080038,0.593149576,0.998285169,-4.658130946
TRMT2A,-0.020913601,6.054698075,-0.082089084,0.935678947,0.998285169,-4.658259602
AK2,-0.15379506,6.607334906,-0.610378977,0.547934256,0.998285169,-4.658279938
SMG8,0.019753149,6.141011035,0.068343711,0.946429471,0.998285169,-4.658391304
ACY1,0.134053245,8.459049793,0.632514523,0.533355085,0.998285169,-4.65848375
ZNF326,-0.145458525,5.143576414,-0.595351575,0.557750967,0.998285169,-4.658530637
GORASP2,-0.122889971,7.630988273,-0.631710328,0.533871193,0.998285169,-4.658577738
SCARA5,0.008728233,6.698005682,0.030993553,0.975689978,0.998285169,-4.658627708
EIF4G3,-0.1084285,6.425111159,-0.594421677,0.558361425,0.998285169,-4.658627872
MDP1,-0.142029198,7.803272807,-0.629878489,0.535047816,0.998285169,-4.658791411
PPP4C,0.043354856,6.79184893,0.148283533,0.88400003,0.998285169,-4.658791803
APEH,-0.101368838,7.223320749,-0.629405312,0.535351973,0.998285169,-4.658846509
CFL2,-0.107541959,11.17312612,-0.629261482,0.535444444,0.998285169,-4.658863249
EMG1,0.095347882,6.347268605,0.438204364,0.666243192,0.998285169,-4.658877131
IRF3,0.121773593,5.472394212,0.479992559,0.636782471,0.998285169,-4.658880121
CTBP2,-0.164518163,9.335273548,-0.628248592,0.5360959,0.998285169,-4.658981039
SNRPA,0.1443685,7.986027557,0.62811011,0.536184999,0.998285169,-4.658997129
MFAP4,0.227683185,8.181917985,0.572650986,0.573032374,0.998285169,-4.659049133
RAP2B,0.128426899,7.192565522,0.603233609,0.552590586,0.998285169,-4.659055455
S100A9,-0.246534844,7.346618799,-0.33689203,0.740380861,0.998285169,-4.65912801
XPNPEP1,-0.138594587,9.447221184,-0.626885908,0.536973001,0.998285169,-4.659139224
SPRYD7,0.089120591,6.425774511,0.475240117,0.640103018,0.998285169,-4.659233299
ECRG4,0.220935514,10.09615168,0.625706547,0.537732727,0.998285169,-4.659275869
PARVA,-0.122486117,7.166959454,-0.625577852,0.537815665,0.998285169,-4.659290765
NRAS,0.149332723,8.818323228,0.625496752,0.537867934,0.998285169,-4.659300151
TOM1,0.153979102,7.598711629,0.587786338,0.562727441,0.998285169,-4.659317543
TAGLN,0.183949132,9.830781047,0.430245092,0.671920152,0.998285169,-4.659394954
C1QB,-0.155495438,10.4901977,-0.624518607,0.538498561,0.998285169,-4.659413264
A0A5F5PJ00,0.309653837,7.89793331,0.624365845,0.538597085,0.998285169,-4.659430914
ADISSP,-0.119829999,6.326012206,-0.471861157,0.642468666,0.998285169,-4.659482364
NFATC2IP,-0.106985787,6.968120039,-0.47180505,0.64250798,0.998285169,-4.659486485
ARMC6,-0.085496518,5.241552057,-0.236005081,0.816468989,0.998285169,-4.659499061
TAOK2,0.081376057,5.844755007,0.42817912,0.673397042,0.998285169,-4.65952787
SMS,0.055349911,6.914664938,0.232725352,0.818970658,0.998285169,-4.659602527
SEPTIN10,0.099883722,7.054899887,0.622666062,0.539694013,0.998285169,-4.659627036
PKN2,0.093839885,7.093229078,0.584682667,0.564775676,0.998285169,-4.659637629
RPS5,-0.140032452,10.18291749,-0.622365582,0.539888047,0.998285169,-4.659661653
SORBS1,0.079050343,5.962715971,0.324604188,0.749497761,0.998285169,-4.659698803
PCCB,0.115705394,6.606747909,0.22596703,0.824132036,0.998285169,-4.659811225
HDGFL3,-0.160406148,8.581835485,-0.620594539,0.541032448,0.998285169,-4.65986537
PLEKHA2,0.045244883,6.297064297,0.212476999,0.8342981,0.998285169,-4.659908434
IL17B,-0.177907126,6.752921146,-0.319643117,0.753189548,0.998285169,-4.659923386
BMPER,-0.163353372,7.8866422,-0.619507766,0.541735333,0.998285169,-4.659990108
SLTM,0.133496427,6.657122358,0.61917637,0.541949764,0.998285169,-4.660028104
LOC100052533,-0.136385888,7.533923961,-0.580669502,0.567429801,0.998285169,-4.660049143
TMX1,-0.083154161,7.366843539,-0.321045964,0.751725183,0.998285169,-4.660057871
KRAS,-0.111765128,9.964168762,-0.618816115,0.542182919,0.998285169,-4.660069388
LOC100051878,0.111277894,5.917969121,0.215636166,0.832037872,0.998285169,-4.660118497
ACOT9,0.00947392,5.725605598,0.03267919,0.974340792,0.998285169,-4.660147893
TWF1,-0.102534564,7.724201311,-0.526989638,0.603787961,0.998285169,-4.660196218
INPP1,-0.108515955,6.821710316,-0.497908918,0.624045081,0.998285169,-4.66024944
SRPX2,0.145383774,14.47734387,0.617016991,0.543348105,0.998285169,-4.66027522
SENP8,-0.195834768,5.407754441,-0.372780115,0.713724503,0.998285169,-4.660291805
BIN1,0.094403871,6.661006707,0.496817856,0.624800542,0.998285169,-4.660336856
KRT71,-0.157283621,7.30403797,-0.616158194,0.543904765,0.998285169,-4.660373274
NUMA1,-0.101644506,7.688410035,-0.615532265,0.544310674,0.998285169,-4.660444658
NUCB2,0.162397327,7.220115862,0.523040397,0.606485076,0.998285169,-4.660539856
SERPINC1,0.186282522,10.59836711,0.613666167,0.545521774,0.998285169,-4.660657075
SON,-0.048967607,5.422484159,-0.194431521,0.848322653,0.998285169,-4.66070461
CD2AP,0.128027565,6.606418151,0.587507683,0.562911179,0.998285169,-4.660731988
MRC2,-0.128079402,8.582814732,-0.612751343,0.546116018,0.998285169,-4.660760987
SH3KBP1,0.138551929,7.493165874,0.612638934,0.546189058,0.998285169,-4.660773745
FABP4,-0.198932644,8.817910967,-0.612312696,0.546401071,0.998285169,-4.66081076
BMP1,0.124955376,7.13804239,0.490119016,0.62944817,0.998285169,-4.660869555
MAOB,0.089983918,5.783658684,0.326281928,0.748250681,0.998285169,-4.660882215
MTA2,0.10830722,6.431868918,0.511102725,0.614943466,0.998285169,-4.660903515
PTMS,0.224632161,7.916562003,0.572209052,0.573046021,0.998285169,-4.660907913
A0A3Q2L125,-0.202778654,6.025492106,-0.611380905,0.547006854,0.998285169,-4.660916378
SDHB,0.134805935,9.310361835,0.611051481,0.547221106,0.998285169,-4.660953682
CAD,-0.160438189,8.46477259,-0.610828266,0.547366307,0.998285169,-4.660978948
GSK3A,-0.090214542,5.984963077,-0.451040895,0.657131061,0.998285169,-4.660979457
PRNP,-0.140547476,8.765669335,-0.609617649,0.548154164,0.998285169,-4.661115828
COPS5,-0.089089358,6.992799589,-0.609448542,0.548264265,0.998285169,-4.661134928
RTRAF,0.115703194,6.914384266,0.569918693,0.574571251,0.998285169,-4.661138344
F6PYR5,0.221958098,5.590756892,0.583370766,0.565642604,0.998285169,-4.661166087
HPF1,-0.059284682,6.454131138,-0.243902377,0.810102161,0.998285169,-4.661177525
SERPINB8,-0.151473147,7.009998043,-0.608749397,0.548719583,0.998285169,-4.661213841
IHH,-0.114826111,8.257562313,-0.173538479,0.86443798,0.998285169,-4.661223328
SH3BGRL3,-0.178393715,9.382474286,-0.608487555,0.548890158,0.998285169,-4.661243373
AGAP3,0.046260615,3.924964157,0.17130003,0.866168365,0.998285169,-4.661275435
A0A3Q2I2H1,0.066417016,6.507821024,0.156500497,0.877508554,0.998285169,-4.661291033
WASF2,-0.126275319,6.946558006,-0.607925497,0.549256402,0.998285169,-4.661306725
ATG7,-0.090603322,6.353856124,-0.567933048,0.575895222,0.998285169,-4.66133741
KPNA6,0.031905061,6.331356737,0.15375459,0.879639718,0.998285169,-4.661348131
AP5Z1,0.158896682,9.623511736,0.607540358,0.549507437,0.998285169,-4.661350104
IBA57,0.099091568,5.597456723,0.315847573,0.756018178,0.998285169,-4.661361525
ADAMTSL3,0.082730025,5.209961863,0.165653222,0.870536618,0.998285169,-4.661403898
MARK2,0.038622087,5.906137487,0.150005064,0.882551349,0.998285169,-4.661424473
LOC100071074,-0.140387315,6.104820284,-0.283801809,0.780038989,0.998285169,-4.661445217
VAC14,-0.062619326,5.982427879,-0.283539266,0.780236774,0.998285169,-4.66145571
ITPA,-0.110931097,7.184268714,-0.58029141,0.567680183,0.998285169,-4.661487334
CHMP1B,0.157764903,8.829024679,0.606239508,0.550355783,0.998285169,-4.66149643
CFB,0.236368794,9.907364309,0.605717971,0.550696096,0.998285169,-4.661555012
PGM1,-0.13032442,12.0489916,-0.605441607,0.550876473,0.998285169,-4.661586036
FAM185A,0.18533464,7.37187858,0.605364661,0.550926699,0.998285169,-4.661594671
DDX42,0.11105849,7.085030831,0.605042911,0.551136748,0.998285169,-4.661630768
SQOR,0.108195737,6.473342311,0.479588977,0.636785879,0.998285169,-4.661692935
RAB5B,-0.127413363,7.040534946,-0.604314509,0.551612428,0.998285169,-4.661712421
H1-2,-0.152587388,15.68829305,-0.604232398,0.551666064,0.998285169,-4.66172162
RBM39,0.11169792,8.010323754,0.604034385,0.551795419,0.998285169,-4.661743798
HPRT1,-0.112382506,8.416144758,-0.603897374,0.551884934,0.998285169,-4.661759139
HSPB6,-0.151143808,7.681303864,-0.562753732,0.579355879,0.998285169,-4.661853553
VPS35L,-0.029154279,6.095638712,-0.141994963,0.888883674,0.998285169,-4.661895572
RABEP2,0.099370525,6.484612416,0.475636569,0.639550052,0.998285169,-4.661997569
DCHS1,0.10979221,5.71570447,0.435973197,0.667832508,0.998285169,-4.662022435
USP47,-0.027322029,5.647714375,-0.135088013,0.894252878,0.998285169,-4.662024924
EEF1A1,0.119382257,13.31432551,0.601279102,0.553597003,0.998285169,-4.662051687
ETFDH,0.067926937,5.856444628,0.267090137,0.792659031,0.998285169,-4.66209411
LOC100067491,0.153599636,8.095298104,0.574231825,0.571700698,0.998285169,-4.662114797
NUP58,-0.030908105,7.498250546,-0.125646091,0.901601234,0.998285169,-4.66219136
LLGL1,0.071702079,6.196996851,0.37883739,0.709300266,0.998285169,-4.66221097
ZFR,-0.105504987,5.16334412,-0.335492317,0.741184947,0.998285169,-4.662218099
ERGIC1,0.148928682,7.28729091,0.55899559,0.581873476,0.998285169,-4.662225265
DNTTIP1,0.035434401,5.820723652,0.122793199,0.903823407,0.998285169,-4.662239287
RUFY1,0.061968234,5.447202544,0.295438134,0.771288646,0.998285169,-4.662254963
MAGOH,-0.143347536,7.581154278,-0.599267989,0.554913938,0.998285169,-4.662275581
GSR,-0.079198237,7.917656193,-0.599081772,0.555035961,0.998285169,-4.662296277
DCUN1D1,0.085182749,6.026545589,0.431915588,0.670726975,0.998285169,-4.662297471
TBCD,-0.024239532,5.866987128,-0.095558978,0.92500432,0.998285169,-4.662321372
DUT,0.074491392,6.802535841,0.376513436,0.710996435,0.998285169,-4.662342837
ATP6V1C1,0.114629833,6.03650245,0.55736375,0.582968355,0.998285169,-4.662385932
TBC1D4,0.052046914,6.911579815,0.289894398,0.775453574,0.998285169,-4.662487543
TGFBR3,0.038512859,4.878518977,0.106518684,0.916515191,0.998285169,-4.662491705
TNFAIP8,-0.032053687,5.269038074,-0.102774894,0.919438249,0.998285169,-4.662544717
TUBB,-0.096640689,10.52612351,-0.596438234,0.556769707,0.998285169,-4.662589415
ATP13A1,0.123463845,5.359078649,0.287353225,0.777365088,0.998285169,-4.66259271
TNS3,-0.122401344,7.493419001,-0.596370583,0.556814112,0.998285169,-4.6625969
PDXK,-0.138484841,8.227030948,-0.596118497,0.556979595,0.998285169,-4.662624787
GRPEL1,0.083345132,5.199484215,0.194574796,0.847934632,0.998285169,-4.662665424
P3H3,0.108313038,5.702813968,0.368961983,0.716518665,0.998285169,-4.662765883
EBP,-0.146445224,5.959807638,-0.423062368,0.677060685,0.998285169,-4.66288896
ILF3,-0.11161746,9.806514659,-0.59321614,0.558886697,0.998285169,-4.662945053
C7H11orf54,-0.133571491,8.170381382,-0.59205602,0.559649943,0.998285169,-4.663072655
LSM12,-0.012915625,6.681679522,-0.048376098,0.962024378,0.998285169,-4.663101307
NXF1,-0.082530068,5.808557431,-0.243745071,0.810074324,0.998285169,-4.663124663
CYP20A1,-0.100762269,7.177965634,-0.549314405,0.588384036,0.998285169,-4.663171929
NIFK,-0.122356085,6.586616436,-0.417606903,0.680975971,0.998285169,-4.663247556
CCAR2,-0.093283976,6.055424182,-0.547380981,0.589688561,0.998285169,-4.663359105
CYRIA,0.104282559,7.9208927,0.310032475,0.760145377,0.998285169,-4.663419514
SNX21,-0.1696788,6.683009118,-0.265720165,0.793696272,0.998285169,-4.663451138
CYB5A,0.07143416,6.137161714,0.308444934,0.761332997,0.998285169,-4.663491354
ATP5MF,0.065548779,9.268648723,0.226478602,0.823568825,0.998285169,-4.663509215
DAG1,0.127450813,6.485373706,0.479006282,0.637193054,0.998285169,-4.66352515
NUDT4,-0.102559466,5.813038865,-0.261282737,0.79705869,0.998285169,-4.663619053
FRZB,-0.204185951,12.62887182,-0.586807771,0.563109505,0.998285169,-4.663646964
LOC111767785,-0.128458632,6.877270562,-0.410452285,0.686124819,0.998285169,-4.663711024
PRELP,-0.066988793,18.70384633,-0.585960508,0.563669038,0.998285169,-4.663739226
ACSL1,-0.092437769,5.813310321,-0.452293477,0.655984434,0.998285169,-4.663747389
SART3,0.086504236,6.514298592,0.483713941,0.633652676,0.998285169,-4.663827051
APOA1,0.185266181,14.2225987,0.584342287,0.564738506,0.998285169,-4.663915089
ZNF385B,-0.182803282,5.529122551,-0.473021977,0.641381575,0.998285169,-4.66399596
APMAP,-0.111492092,7.399649785,-0.582701524,0.565823933,0.998285169,-4.664092932
ARHGAP17,-0.054239358,6.119708535,-0.207108329,0.83842113,0.998285169,-4.664103081
HERC4,0.115648125,5.650034782,0.349845453,0.730352184,0.998285169,-4.664109577
FKBP11,0.144034357,7.029875809,0.509679379,0.615652522,0.998285169,-4.664121944
HNRNPU,0.095168451,10.76443737,0.582265631,0.566112473,0.998285169,-4.6641401
EIF2B5,-0.118258968,5.931022871,-0.446692649,0.659954876,0.998285169,-4.664154639
LYZ,-0.21332133,13.4592641,-0.582084033,0.566232705,0.998285169,-4.66415974
CLEC3B,0.166863047,10.69687167,0.581091922,0.566889785,0.998285169,-4.664266938
TACC2,0.081204188,5.55614338,0.346502653,0.732821785,0.998285169,-4.664285115
SNRPB,0.119126417,8.868918123,0.580366269,0.567370636,0.998285169,-4.664345236
FBL,0.102451368,9.534626249,0.579792646,0.567750892,0.998285169,-4.664407064
TIMM44,-0.064296366,5.582834778,-0.191924791,0.850107629,0.998285169,-4.664531835
SSRP1,-0.071585087,7.580516453,-0.535043003,0.598046696,0.998285169,-4.664538766
SULF1,0.04999592,7.850763396,0.190729892,0.851028888,0.998285169,-4.664564203
SCUBE1,0.233240117,8.004211419,0.578071324,0.568892742,0.998285169,-4.66459225
MAPRE3,-0.024695171,6.907802529,-0.096672984,0.924068843,0.998285169,-4.664632106
DCTD,0.139601964,7.101978204,0.533974443,0.598773274,0.998285169,-4.664639729
ARL6,-0.065255317,6.678659442,-0.231484283,0.819741625,0.998285169,-4.664674392
A0A3Q2L5E0,0.209813738,9.737064442,0.548776446,0.588746866,0.998285169,-4.664682492
DLAT,-0.141691068,7.415596527,-0.576125046,0.570185227,0.998285169,-4.664801008
SIRT5,-0.16243352,6.110439393,-0.435101795,0.668204408,0.998285169,-4.664981904
ATP8B2,0.111059713,7.165103658,0.545582811,0.590903106,0.998285169,-4.664996834
DDR2,0.109483202,7.219651249,0.389839265,0.701046658,0.998285169,-4.665002949
SORD,0.139570611,6.719475984,0.529360788,0.601915283,0.998285169,-4.665073441
MOB2,0.050977443,6.698528189,0.167677901,0.868843677,0.998285169,-4.665149369
RPL36,-0.122983244,11.14013754,-0.572663895,0.572487393,0.998285169,-4.665170604
CETN2,0.009702146,5.844663703,0.037810018,0.970260993,0.998285169,-4.66517915
LYAR,0.09056886,6.428559857,0.386278265,0.703637376,0.998285169,-4.665219598
HNRNPLL,0.103718858,6.140638232,0.496298108,0.624898864,0.998285169,-4.665275994
SAR1B,0.058483665,7.630287939,0.263925812,0.794875708,0.998285169,-4.665358342
API5,0.067458641,7.712163916,0.525903547,0.604274951,0.998285169,-4.665396091
GDI1,-0.101014206,9.807434693,-0.570083475,0.574206805,0.998285169,-4.665444778
HDGFL2,0.153374109,6.171339074,0.569765764,0.574418686,0.998285169,-4.665478454
STAM,0.032598285,5.559202921,0.205825333,0.839407167,0.998285169,-4.665482015
SNRPE,0.12807811,9.378490834,0.524936497,0.604935785,0.998285169,-4.66548598
TMEM106B,-0.091279046,6.116590946,-0.381463156,0.707146412,0.998285169,-4.665509476
RPL22,-0.128361057,12.661264,-0.540126923,0.594595714,0.998285169,-4.665529808
EIF3H,0.108595283,7.526364436,0.569153209,0.574827309,0.998285169,-4.665543332
CYCS,0.171696711,7.456177805,0.451218127,0.656745946,0.998285169,-4.665663271
C2H1orf50,0.06184299,6.385914007,0.197972763,0.845448139,0.998285169,-4.665710418
ABCF2,-0.058312203,6.752798995,-0.253880312,0.80250444,0.998285169,-4.665740067
M6PR,-0.088078864,4.847351026,-0.31652557,0.755099213,0.998285169,-4.665785594
TRPT1,0.034361524,6.228277984,0.136911659,0.892732134,0.998285169,-4.665813737
FMOD,0.09570929,18.07175475,0.566520449,0.576585238,0.998285169,-4.665821423
CCT7,-0.081927403,8.554232944,-0.566111514,0.576858532,0.998285169,-4.665864508
SETD7,0.129462725,7.261364193,0.565305861,0.577397145,0.998285169,-4.665949304
CPB2,0.191320227,7.984273053,0.519690934,0.608526372,0.998285169,-4.665970816
PRAF2,0.079376631,8.081058837,0.357331983,0.724631936,0.998285169,-4.665992687
MAMDC2,0.277407927,8.946757722,0.564673996,0.577819751,0.998285169,-4.666015729
PSPC1,-0.123574272,6.752837615,-0.564555971,0.577898707,0.998285169,-4.666028128
SNW1,0.141367846,6.083429293,0.371772422,0.714228953,0.998285169,-4.66608216
PFKM,-0.104944719,8.360042526,-0.563580486,0.578551483,0.998285169,-4.666130517
PAPSS2,0.124755035,8.743471475,0.562041217,0.579582284,0.998285169,-4.666291739
SYNE1,0.038168849,5.94306605,0.175439941,0.862836469,0.998285169,-4.66631689
CNNM4,0.124305445,7.074251254,0.384455019,0.704965278,0.998285169,-4.66637021
GMFG,0.111508007,4.962437039,0.302925593,0.765280528,0.998285169,-4.666422475
FGFR2,-0.051519384,6.297894618,-0.100331335,0.921271903,0.998285169,-4.666429617
SEC23A,-0.129294088,8.234298692,-0.560684784,0.580491407,0.998285169,-4.666433463
UPF1,0.0909456,7.327388723,0.560605084,0.580544847,0.998285169,-4.666441781
EPB41L2,-0.12592115,8.018745371,-0.560563255,0.580572895,0.998285169,-4.666446145
TIGD5,0.035188622,5.107706485,0.098814935,0.922457665,0.998285169,-4.666451059
ZRANB2,0.018103959,5.607746468,0.09751712,0.923472652,0.998285169,-4.666469151
PDCD5,0.143840396,8.157104296,0.560265347,0.580772671,0.998285169,-4.666477222
ARL3,0.094138681,9.620030925,0.560183108,0.580827827,0.998285169,-4.666485798
TMEM231,-0.032987542,5.022701007,-0.095879794,0.924753355,0.998285169,-4.666491635
PTRHD1,-0.153662103,7.305052973,-0.513907796,0.612496663,0.998285169,-4.666499948
CAND1,-0.080126353,8.572491347,-0.559987909,0.580958751,0.998285169,-4.666506149
WDR44,0.130808851,5.71358706,0.29406491,0.77211802,0.998285169,-4.666508428
S100A13,-0.118634582,11.60415098,-0.559885385,0.581027523,0.998285169,-4.666516835
RAB22A,-0.10451963,7.979670762,-0.55971462,0.581142078,0.998285169,-4.66653463
NECAP2,0.04622897,7.014494406,0.231557997,0.819528709,0.998285169,-4.66653595
MAN1A1,-0.086048056,6.5419926,-0.292449881,0.773332332,0.998285169,-4.666580005
UQCRC2,-0.109789595,6.599467888,-0.52919665,0.602027212,0.998285169,-4.666582214
SNX4,0.099999498,6.475952238,0.479300997,0.636735588,0.998285169,-4.666699487
TRA2A,0.10107063,6.942557722,0.511412604,0.614213461,0.998285169,-4.666726498
