X,logFC,AveExpr,t,P.Value,adj.P.Val,B
FBLN2,0.350081033,7.954169649,1.043647639,0.307474005,0.623979009,-5.919429426
EBP,0.320585848,5.95217515,0.923323348,0.367390333,0.673521562,-5.919469366
CYCS,0.356826048,7.456463027,0.961054492,0.347976081,0.663141076,-5.919833004
ARFIP1,0.199851435,6.978822164,0.990707559,0.33308398,0.649765268,-5.920881598
APTX,-0.353856111,4.969198108,-0.806114833,0.431281161,0.727205636,-5.921792289
CDC37,-0.194650359,8.370369252,-1.04105932,0.308648107,0.625897637,-5.922050358
EEF2,-0.147117623,10.02220856,-1.040635251,0.308840773,0.625897637,-5.922479208
TRIM25,0.224503105,5.574760866,0.988792894,0.33399826,0.650694315,-5.922725776
SPAG9,0.179528731,6.952113239,1.01251341,0.322278029,0.637900083,-5.924434428
B4GALT7,-0.217130236,5.805262098,-0.695016721,0.498383795,0.768395565,-5.924610935
CASP6,0.300875322,5.628891949,0.979789662,0.338320687,0.653509678,-5.925470762
AP2A2,-0.158076404,7.057697466,-1.011076422,0.322949952,0.638804466,-5.925848543
GLB1L,0.176630441,6.701206265,0.952352599,0.352262519,0.665561422,-5.927946043
PCBD1,-0.289237779,9.429986373,-1.034627476,0.311579365,0.629514701,-5.928537647
GLT8D2,0.180483873,7.825161602,1.007649692,0.324556201,0.639739585,-5.929213362
YWHAZ,-0.172271377,11.58300378,-1.031896479,0.312829894,0.630940384,-5.931281133
TAPBPL,0.371147861,5.757994694,0.731017755,0.476000943,0.753837315,-5.931507718
ARMC6,-0.280502008,5.236991421,-0.795517865,0.437924401,0.731794499,-5.931799601
ACP2,0.383084487,5.483078872,0.795476739,0.437947635,0.731794499,-5.931831767
SNX2,-0.163124179,8.531385448,-1.031154964,0.313170043,0.630940384,-5.932024901
PIP4K2C,-0.23737256,6.200618169,-0.792140882,0.439834784,0.731794499,-5.934435774
DDX23,0.228522672,8.038078659,1.027567029,0.314819571,0.63222358,-5.935616865
SWAP70,-0.18152393,8.549172972,-1.026840782,0.315154198,0.63222358,-5.936342541
KIF21A,-0.169135505,5.596631565,-0.972653076,0.341774201,0.655950881,-5.93814238
LOC102149234,-0.15885158,8.159713169,-1.024007068,0.316462247,0.632831907,-5.93916956
TTC1,-0.153167132,6.248989778,-0.785980452,0.443333255,0.732967779,-5.939218145
SNRPD3,-0.20284192,9.932853403,-1.023542882,0.316676877,0.632831907,-5.93963197
GALNT1,-0.269010135,6.068793402,-0.900639932,0.379028798,0.683603433,-5.939674233
HBA,-0.733781347,13.40269499,-1.023214446,0.316828802,0.632831907,-5.939959035
KANK2,0.234666822,5.48997567,0.754775335,0.461320426,0.741781699,-5.939962163
GFER,-0.397842235,5.971279552,-0.672229044,0.512346607,0.774253189,-5.940043492
ALDH9A1,0.173405999,9.475540584,1.023054383,0.31690286,0.632831907,-5.940118395
PUM2,0.191572426,5.624176946,0.606385313,0.554666215,0.796419464,-5.940346654
NUDT5,-0.159159856,9.171976284,-1.022812418,0.317014837,0.632831907,-5.940359255
MYO6,0.204821941,6.639408854,0.868816871,0.396357008,0.698444051,-5.941453033
DEK,0.229583564,9.750355675,1.021577836,0.317586605,0.632935219,-5.941587387
DDX50,0.268075524,5.131607213,0.667777933,0.515100191,0.776833842,-5.943001826
SMG8,-0.202376221,6.137563965,-0.712490708,0.487065547,0.759727262,-5.944716376
HSPA4,-0.166555173,8.153117245,-1.017557864,0.319453356,0.634616415,-5.945576989
PICALM,-0.337734882,6.159558691,-1.016360662,0.320010777,0.635104889,-5.946762375
MFAP5,-0.29494991,7.770278973,-0.86206056,0.399966523,0.701476115,-5.947182221
FBXO30,0.169229057,7.507823953,0.861173373,0.400442084,0.70189583,-5.947931484
PHF2,-0.21567057,5.809284766,-0.593223263,0.563177081,0.800074261,-5.948221293
LOC100053876,-0.23810106,5.156929667,-0.658854043,0.520646372,0.778904564,-5.948877463
RTRAF,-0.19101194,6.914996629,-0.987160297,0.334276329,0.650809289,-5.949115383
PPP3CA,-0.193962814,8.644439582,-1.013740798,0.321232956,0.636609313,-5.94935194
SRP19,0.228769345,7.477797877,1.013695942,0.32125391,0.636609313,-5.949396224
DPH6,-0.223692002,5.071998641,-0.77128402,0.451749344,0.737439932,-5.950487718
SCD5,0.304106829,6.782088947,0.958743358,0.348574659,0.663430693,-5.951243167
TWF1,-0.175549396,7.724257439,-0.955792669,0.350029031,0.664920876,-5.954000091
IMMT,-0.240136617,8.142486125,-1.008908638,0.3234957,0.639458233,-5.954112214
DNPEP,0.208705554,8.884159447,1.007024141,0.324381143,0.639739585,-5.955963045
CALM1,-0.378420123,10.24761465,-1.006663305,0.324550876,0.639739585,-5.956317075
FZD7,-0.318925226,7.005779964,-0.800499362,0.434438722,0.729218894,-5.956585947
IDH1,-0.145767403,10.06120379,-1.006315212,0.324714673,0.639739585,-5.956658491
PRKACB,0.358633577,5.107773315,0.71357748,0.486412307,0.759727262,-5.957182714
H2BC15,0.237675024,13.93299531,1.004452764,0.325592033,0.641043029,-5.958483386
GTF2F1,-0.324231232,6.088968869,-0.878581062,0.390579411,0.693611137,-5.958880991
EXOSC2,-0.330226079,5.305248173,-0.826010028,0.419586809,0.717499841,-5.959870557
RABGGTB,0.405835349,5.558492843,0.756529531,0.45966224,0.74139876,-5.959881997
RAD50,-0.16643677,5.499375146,-0.902180474,0.377675184,0.683603433,-5.960056159
RBM8A,0.397022498,7.959484375,1.002487068,0.326519813,0.642023488,-5.960406096
PACSIN2,-0.156145356,9.041232431,-1.002078486,0.326712887,0.642023488,-5.96080531
TALDO1,0.184395053,11.48907318,1.001588772,0.326944404,0.642023488,-5.9612836
CRISPLD2,0.149232381,6.39504183,0.756334616,0.460411136,0.741781699,-5.96174909
PPP1R2,-0.25692332,4.770672554,-0.88379933,0.38782631,0.692863479,-5.961826909
LTA4H,-0.18705701,7.484082246,-0.999996863,0.32769778,0.642761369,-5.962836898
TFG,-0.148144218,8.53704554,-0.999859454,0.327762866,0.642761369,-5.962970868
GOLPH3L,-0.199189361,6.246477435,-0.938941734,0.358413743,0.668034648,-5.96369882
GC,-0.369908335,9.235326407,-0.998607332,0.328356361,0.6430763,-5.964190879
HNRNPH3,-0.18725676,7.750374903,-0.997827867,0.328726195,0.643376499,-5.964949646
EIF2D,0.21234834,6.116004425,0.936033022,0.359874672,0.669174155,-5.966364122
ILF2,-0.168112073,8.389961576,-0.995856046,0.329663055,0.644785344,-5.96686669
GPS1,-0.132263697,7.596925452,-0.994736288,0.3301959,0.645402643,-5.967953796
MAN2C1,-0.368345637,6.104155955,-0.833488895,0.415466694,0.715119024,-5.970955106
F6PYR5,0.362485586,5.588125088,0.962664409,0.346158082,0.661373415,-5.972418475
ATP2B1,-0.248087854,9.015831752,-0.989505536,0.332692859,0.649428701,-5.973017181
FSCN1,0.187314103,6.86106756,0.776781626,0.447934904,0.736070022,-5.975007628
DOHH,0.194353061,6.07985604,0.867815983,0.396299369,0.698444051,-5.975551908
LOC100061656,-0.317417285,7.19562858,-0.930906968,0.362459033,0.671410813,-5.976941786
MTREX,-0.211675903,5.090518541,-0.803816476,0.431965889,0.727534385,-5.97765272
PTPN23,-0.229812335,6.516287115,-0.896698443,0.380523952,0.684349927,-5.978236627
TNPO1,-0.20229498,7.018544986,-0.982627748,0.335995786,0.652310752,-5.979637654
PSMA1,-0.15733792,9.433821389,-0.981996895,0.336299864,0.652310752,-5.980242784
OXR1,0.20192414,6.409947254,0.981862052,0.336364884,0.652310752,-5.980372082
PRPSAP1,0.179054457,6.295871848,0.953911461,0.350472675,0.665301713,-5.980615022
DPP7,-0.339516728,5.687576535,-0.92677788,0.364549806,0.671469787,-5.980694582
HIP1,-0.20702969,7.62422403,-0.953450521,0.350700894,0.665301713,-5.981044756
SRP68,0.147538608,7.195624796,0.981126987,0.336719479,0.652572454,-5.981076637
ATP6V0A1,-0.267250308,6.415858401,-0.768770362,0.452551686,0.737439932,-5.981113754
PGM2L1,-0.237171009,6.780045101,-0.925691469,0.365101253,0.671469787,-5.981679438
CPSF7,-0.240527251,6.758661142,-0.952388466,0.351227116,0.665494745,-5.982034182
COPA,-0.186553841,9.352591215,-0.979577105,0.33746798,0.65305846,-5.9825606
PSMC4,-0.229042222,8.744268155,-0.97924258,0.337629685,0.65305846,-5.982880615
FAM32A,-0.270467198,5.422127147,-0.722945408,0.479517678,0.755800898,-5.984398707
PHB2,0.181669704,8.994347944,0.977584202,0.338432108,0.653509678,-5.984465576
GAA,0.173856692,7.528840489,0.97670627,0.338857432,0.653730799,-5.985303644
C9,0.288385461,8.533737716,0.946909027,0.353950538,0.665561422,-5.987122801
BCAP31,-0.351154239,8.029225065,-0.687237398,0.501747515,0.771579641,-5.988084721
GNPDA2,0.157813507,9.416866248,0.972886576,0.340712182,0.655735059,-5.988941842
THUMPD1,0.171599435,7.432395995,0.972295346,0.340999887,0.655735059,-5.989503809
FHL1,-0.213058925,8.422420363,-0.970705272,0.341774474,0.655950881,-5.991013622
HSD17B4,0.149856666,6.797584957,0.94192301,0.356441083,0.666029219,-5.99172972
MATN1,0.344860694,6.902759277,0.845649357,0.408248545,0.71054858,-5.994203977
XRCC6,-0.161018107,6.11235141,-0.585726245,0.567353789,0.803052933,-5.994216296
CNNM3,0.214744064,6.7950685,0.781793525,0.444474269,0.733629474,-5.994853273
SBSPON,-0.231653222,4.898502984,-0.834502226,0.414344292,0.714876243,-5.995944585
RBX1,-0.536402376,7.711558032,-0.937087323,0.358867792,0.668461574,-5.996176346
SLC25A11,0.175434689,6.753412407,0.909295426,0.373491451,0.679512004,-5.996413639
CSNK2B,-0.151805206,6.4335618,-0.962249756,0.345913634,0.661373415,-5.999004145
PREP,-0.153384956,7.28274962,-0.961933146,0.34606928,0.661373415,-5.999302093
DCUN1D1,-0.159812744,6.024876822,-0.830118265,0.416757495,0.715714751,-5.999534292
FRG1,-0.266171151,6.876538229,-0.898295275,0.379191672,0.683603433,-6.000253587
IER3IP1,-0.232103594,7.645181698,-0.572898114,0.575772212,0.806843031,-6.001648812
AARSD1,-0.200526506,8.703611795,-0.958411708,0.347803634,0.663141076,-6.002609887
DPP3,-0.205686478,6.113615139,-0.928888056,0.363007778,0.671469787,-6.003667716
TSN,0.176400848,8.584018122,0.956376136,0.348808863,0.663451429,-6.004516863
SAR1B,0.167496052,7.632200943,0.788398102,0.440699696,0.731794499,-6.00696323
DUT,0.152110571,6.799795978,0.787322778,0.441312891,0.731794499,-6.007799235
RBM17,-0.216554914,5.344072276,-0.896320642,0.380220964,0.684349927,-6.007901152
MYL6,-0.28561487,10.16344377,-0.9496236,0.352157553,0.665561422,-6.010816038
RPN1,-0.237067061,8.238072,-0.949205491,0.352365612,0.665561422,-6.011204722
ITGB6,-0.318759286,8.351517001,-0.892049244,0.382453757,0.686568043,-6.011649545
LYPLA2,0.214010293,7.117781893,0.947596634,0.35316698,0.665561422,-6.012698878
PTBP2,0.168506619,7.135581561,0.883312339,0.3870476,0.692304888,-6.013351426
P3H1,-0.162994406,6.344340666,-0.918178952,0.368462984,0.674078526,-6.013360698
AMACR,0.171054448,6.817959762,0.779678666,0.445687148,0.734407386,-6.013711454
STIP1,-0.162978657,8.603530568,-0.946196814,0.353865226,0.665561422,-6.013996997
ARF2,-0.165463316,9.565372103,-0.946044828,0.353941094,0.665561422,-6.014137834
SUPT4H1,-0.144474326,6.646013752,-0.549304054,0.591424825,0.815370373,-6.01490919
PDE6D,-0.134148815,6.691301587,-0.916265494,0.369443415,0.674625928,-6.015081663
ARPC5,-0.195174229,9.529897406,-0.944873849,0.35452599,0.665566032,-6.015222216
RPL10A,0.149903681,9.642083174,0.944717501,0.354604134,0.665566032,-6.015366907
LUC7L3,-0.181692749,6.168444784,-0.915640575,0.369763991,0.67479657,-6.015642996
FBLN1,0.348136836,9.439189163,0.944227585,0.354849073,0.665566032,-6.015820156
HNRNPUL2,0.221502276,10.05430973,0.942417123,0.355755221,0.666029219,-6.017493228
ASL,0.174289277,7.750236853,0.942009875,0.355959266,0.666029219,-6.017869163
CAP1,-0.161427172,8.241290937,-0.941936724,0.355995925,0.666029219,-6.017936673
RAB7A,-0.117290969,9.885724851,-0.941927846,0.356000374,0.666029219,-6.017944866
DAD1,-0.225018447,8.996312888,-0.939534217,0.357201344,0.667030291,-6.020151237
NSFL1C,-0.190672996,7.767403849,-0.939072574,0.357433279,0.667044141,-6.020576168
CSNK2A2,0.173001379,6.069274752,0.880868998,0.388338737,0.692945579,-6.021382358
TLN2,0.183911877,6.53556174,0.937418499,0.358265138,0.668034648,-6.022097117
GPC6,0.232758882,6.779308114,0.907145096,0.374140389,0.680085792,-6.023238894
YKT6,-0.174461913,7.408707962,-0.935560403,0.359201148,0.66866329,-6.023802709
FAM180A,0.17788311,7.059024697,0.82680681,0.418081144,0.717158822,-6.024026612
MOB4,0.267953377,6.843449224,0.765651696,0.453783311,0.737439932,-6.024420336
LRP1,-0.209129879,9.651449219,-0.934108746,0.359933555,0.669174155,-6.025133042
MBNL1,-0.192598438,8.099744137,-0.933677575,0.360151287,0.669174155,-6.025527809
DNTTIP1,0.184566465,5.825244811,0.664350512,0.515901504,0.777253229,-6.026500742
KHDRBS1,-0.14610705,8.057950255,-0.932573113,0.360709418,0.669792301,-6.026538253
LMAN1,-0.204521414,7.251981569,-0.823524357,0.41990114,0.717499841,-6.02669469
DNAJB1,0.144218029,8.777119954,0.930480487,0.361768497,0.670920228,-6.028449707
GNL1,-0.123762262,8.239568146,-0.929067068,0.362485003,0.671410813,-6.029738507
ACO2,-0.185878448,9.154766469,-0.928621047,0.362711301,0.671411387,-6.030144826
TMEM199,0.147262259,6.015524405,0.621080574,0.543270585,0.790747829,-6.031101007
H6PD,0.213857107,5.606311919,0.789985632,0.439262872,0.731794499,-6.031577739
FTH1,-0.246623491,11.39721914,-0.926786623,0.363643027,0.671469787,-6.031814064
STEAP3,-0.231217999,7.128598381,-0.868223909,0.395065679,0.698444051,-6.032253168
RBM3,-0.445034893,8.179831697,-0.925605626,0.364243714,0.671469787,-6.032887097
ASPH,-0.192519455,9.171081913,-0.924512763,0.364800162,0.671469787,-6.033878922
TSPAN6,-0.35076935,6.520163074,-0.894864212,0.380527122,0.684349927,-6.034103374
NFKB1,-0.224584494,6.868578276,-0.752008749,0.46174356,0.741781699,-6.03466156
SMOC1,0.347399859,7.535746172,0.922587078,0.365782032,0.671740223,-6.035623932
PURA,-0.134876187,8.439952143,-0.92249655,0.365828233,0.671740223,-6.035705883
PITPNA,-0.159323926,6.158196758,-0.892773336,0.381621588,0.685488354,-6.035939414
NPEPL1,0.144298922,6.550716593,0.748520919,0.46379211,0.741781699,-6.037252047
FBXO22,0.161551537,6.42723458,0.890494245,0.382816925,0.686805002,-6.037936188
PCYOX1,-0.17682281,7.138353923,-0.919955112,0.367126861,0.673521562,-6.0380035
CARM1,-0.177526742,6.731908784,-0.781634932,0.444038986,0.733629474,-6.038058977
LOC100059533,-0.162617344,11.80877664,-0.91926809,0.367478442,0.673521562,-6.038623601
SAE1,-0.168610435,7.231688022,-0.918450452,0.367897157,0.673873276,-6.039361036
HSD17B12,-0.188201987,8.521430881,-0.917784659,0.368238345,0.674078526,-6.03996107
AP2S1,-0.1686962,7.901952711,-0.915842531,0.369234796,0.674625928,-6.041709073
WASHC5,0.265426437,4.934092845,0.581558405,0.569476551,0.804163756,-6.042282237
THEM4,0.156146303,5.363008399,0.716133845,0.483074915,0.758420064,-6.043479033
LAMP1,-0.237906634,8.100704418,-0.91342538,0.370477461,0.675683571,-6.043879817
MCAT,-0.235514254,10.1196717,-0.773933839,0.448471836,0.736544956,-6.043978885
OSTC,-0.227537638,8.220233325,-0.853027815,0.403249047,0.705891004,-6.045123735
CREB1,-0.15186225,6.021227102,-0.911985579,0.371218982,0.676620611,-6.045170313
CPB2,0.314427191,7.984888673,0.880213703,0.388239303,0.692945579,-6.046884289
TGOLN2,0.154524165,5.502210333,0.392586122,0.700965477,0.871933928,-6.047697763
GMPR2,0.127922703,7.633270306,0.908022276,0.373265215,0.679512004,-6.048712859
GET3,-0.128783743,7.536377416,-0.907926256,0.373314882,0.679512004,-6.048798508
CC2D1B,-0.141924839,6.303673491,-0.589743047,0.563576948,0.800074261,-6.050033097
LUC7L,0.169139197,6.486830385,0.876193572,0.390373229,0.693611137,-6.050357091
PFAS,-0.190938664,7.261987954,-0.90609171,0.374264648,0.680085792,-6.050433277
PPCS,0.149584094,7.025456732,0.651530981,0.522916346,0.778980976,-6.050794465
EXOSC3,0.210992796,8.242509068,0.703118967,0.490955105,0.762481766,-6.052640976
PDIA5,0.176837783,8.625279219,0.901942591,0.376418568,0.682330424,-6.054119232
GOLGA4,0.145418513,5.085618555,0.580728271,0.569491936,0.804163756,-6.055305831
UBA6,-0.136263162,7.955740539,-0.900231284,0.377309324,0.68352805,-6.055634924
NUDT9,-0.220933218,7.590050678,-0.868688849,0.394377159,0.698444051,-6.056800449
SOD1,-0.264925854,13.12733406,-0.898834715,0.378037282,0.683603433,-6.056869871
EIF4A3,0.150704344,8.240974471,0.898280797,0.378326265,0.683603433,-6.05735919
UBB,0.173269835,14.83849229,0.830997515,0.415304626,0.715119024,-6.057477607
PSPC1,-0.191448577,6.753335512,-0.897333238,0.378820951,0.683603433,-6.058195593
POLR2G,0.181554275,5.638466751,0.673272484,0.509801275,0.773159564,-6.059121365
KDELR3,-0.146560633,7.259663979,-0.461945983,0.65119494,0.844478467,-6.059337649
LOC106783161,0.190899039,7.361043563,0.658154508,0.519230729,0.778904564,-6.059344575
ABCF1,0.288806927,6.823374532,0.895988383,0.379523777,0.68378723,-6.059381275
UFL1,0.115412231,7.658060724,0.865489774,0.396091984,0.698444051,-6.059531388
SVIL,0.255704137,5.403449781,0.654291394,0.521655911,0.778904564,-6.061869606
CORO1B,-0.178914876,7.989123007,-0.892215307,0.381500163,0.685488354,-6.062698942
EIF5A,-0.251517161,8.192787798,-0.667805972,0.513199565,0.774754018,-6.062770902
HNRNPH2,0.270915784,8.061598629,0.824350832,0.418986302,0.717499841,-6.062903971
GTPBP1,-0.145634353,4.9193172,-0.453054356,0.657430395,0.844583391,-6.063443774
SURF2,0.225206611,7.176852702,0.605264367,0.553469301,0.796419464,-6.063912259
ARAP1,-0.183390556,5.743905569,-0.603979356,0.554302408,0.796419464,-6.064689073
PRUNE1,-0.101653342,7.303215415,-0.34583079,0.73498404,0.886258254,-6.065221716
MGMT,0.147189981,5.227508906,0.645967279,0.526903138,0.779898024,-6.067262478
NDUFS7,-0.286678162,6.185884816,-0.660241102,0.517923452,0.778904564,-6.067774834
KRT79,0.275689533,9.933105031,0.886081235,0.384727614,0.688984775,-6.068064787
LOC100053137,-0.317191013,5.893495535,-0.784545779,0.441894275,0.731794499,-6.071049992
LSM2,0.16843435,7.543647842,0.821600627,0.420515678,0.718018437,-6.071068698
AAMDC,-0.161681942,8.751132017,-0.882547445,0.386594982,0.691911862,-6.071140335
PAOX,-0.289355675,4.949836114,-0.653077178,0.522419481,0.778904564,-6.072463697
IRF3,-0.180545742,5.475098907,-0.744911262,0.465419838,0.742587218,-6.073298656
SHC1,-0.16088068,5.916009025,-0.763207974,0.454229241,0.737439932,-6.073951151
MTHFS,-0.13622103,7.399117363,-0.878805882,0.38857856,0.692957323,-6.074384214
PTP4A2,0.207904361,7.206415277,0.847710606,0.405709787,0.70862068,-6.074537403
PSMC5,-0.143036536,8.50060171,-0.878185177,0.388908262,0.693129243,-6.074921112
CSRP1,-0.155376079,10.20453174,-0.87741266,0.389318858,0.69344504,-6.07558883
ACSS3,-0.210643387,5.991136198,-0.694202984,0.49639651,0.766923574,-6.076131257
GOT1,0.196852181,11.52321874,0.876013112,0.390063437,0.693611137,-6.076797118
STT3A,-0.187968788,8.270860525,-0.875556754,0.390306426,0.693611137,-6.077190722
ATP2A2,-0.15112729,6.504269881,-0.844259212,0.407594009,0.710241526,-6.077416711
EIF2B4,0.127398012,6.359261099,0.843540686,0.407986975,0.710509556,-6.078014756
ZNF330,0.157834942,6.323998184,0.804795712,0.429936987,0.727205636,-6.07863205
COL27A1,-0.188267001,8.021462244,-0.872642683,0.391860339,0.695470171,-6.079699556
CUL4B,0.218263788,5.780154978,0.29846359,0.770050927,0.905639618,-6.080752194
SLC25A10,-0.077183524,5.731781655,-0.411279428,0.687075125,0.863255745,-6.081696646
EMG1,-0.150401655,6.347196801,-0.722793644,0.478590309,0.755796627,-6.081891953
NOP16,0.254058149,5.994140365,0.732654675,0.472691295,0.749794895,-6.082280182
CHI3L1,0.312422739,10.72545878,0.869468492,0.393557506,0.698065284,-6.082423443
AASS,-0.250707124,7.423934972,-0.621078229,0.542765918,0.790680904,-6.082995005
YTHDF3,-0.138603938,5.558927265,-0.620890684,0.542886426,0.790680904,-6.083111317
CMPK2,0.214308536,5.72685307,0.768141548,0.4513588,0.737439932,-6.083654253
UGP2,-0.13860119,11.86975433,-0.867946977,0.394372707,0.698444051,-6.08372582
CBX5,0.153999111,6.116368647,0.805604336,0.429480658,0.727205636,-6.083924471
NTHL1,-0.171906368,4.663607495,-0.528005852,0.604722154,0.820309643,-6.08458067
NUP54,-0.303346503,6.485309034,-0.617951923,0.544776644,0.792232701,-6.084929501
IQGAP1,-0.133298927,10.96031941,-0.866343857,0.395232806,0.698444051,-6.08509574
AGT,-0.381206401,9.93597688,-0.866187399,0.395316813,0.698444051,-6.085229311
FKBP1A,-0.232708435,9.485066408,-0.834719873,0.412830774,0.714424887,-6.085317648
UBXN4,-0.185600918,6.052727864,-0.765645099,0.452809896,0.737439932,-6.085550445
F10,0.182629838,6.934872534,0.525871985,0.606170393,0.821296313,-6.085709081
RPS27A,0.203359434,12.17144197,0.864973382,0.395969046,0.698444051,-6.086264979
SLC25A20,0.120360712,5.763078512,0.524574048,0.607052123,0.821296313,-6.086393287
RGN,-0.383662938,5.350446028,-0.676724687,0.507164063,0.771982541,-6.088053053
DDX1,-0.109064406,8.581610337,-0.862746097,0.397167459,0.69914895,-6.088161521
COPB2,-0.177525326,9.792142513,-0.862634295,0.397227677,0.69914895,-6.088256601
MTMR9,0.169669301,3.928009223,0.468958662,0.645823131,0.840815303,-6.088334725
CETN2,0.158246235,5.84352819,0.649924018,0.523930273,0.779467622,-6.088431359
LOC100050322,0.535275914,6.778683327,0.675258301,0.508073453,0.771982541,-6.089040155
TOLLIP,-0.156132233,6.596721606,-0.86099988,0.398108658,0.699637342,-6.089645232
AGO1,-0.18125344,7.861882661,-0.860861222,0.398183455,0.699637342,-6.089762925
SLC1A4,-0.192000567,7.751671615,-0.789413339,0.438675089,0.731794499,-6.090754868
TXNRD3,0.226576916,6.793712224,0.72038794,0.480036005,0.755955322,-6.091128317
HAT1,0.196025264,5.667447439,0.757739946,0.457423545,0.740198993,-6.09151649
PTPN6,-0.225814836,6.124079908,-0.719609339,0.480504452,0.756062459,-6.091685167
DNAJA2,0.112488985,7.669750395,0.85763863,0.399924379,0.701476115,-6.092493267
PPP4R1,0.111113671,5.121474188,0.251353379,0.805457376,0.919756542,-6.093963101
HP1BP3,0.162819515,11.69886518,0.854880659,0.401418172,0.703191857,-6.094822343
IMP3,0.144035338,5.811469042,0.60046804,0.556095534,0.796979464,-6.095576182
PSMD12,0.103466867,7.149808809,0.821944357,0.419910522,0.717499841,-6.095767068
RUFY1,0.126415134,5.437321163,0.599243293,0.556893089,0.796979464,-6.096311028
PSTPIP2,0.08214974,5.74475377,0.239350151,0.81455396,0.925437704,-6.096971032
SEC63,-0.106623783,5.722659295,-0.448580114,0.66012828,0.845386253,-6.097765379
GALK2,0.143876437,7.898130204,0.851084145,0.403480301,0.705891004,-6.098016955
TRIR,-0.245205849,6.982903009,-0.748102371,0.463086541,0.741781699,-6.098711007
NGLY1,0.155672024,6.812972802,0.70962194,0.486537207,0.759727262,-6.098777549
SEC14L2,0.148501874,7.228985349,0.747968777,0.463165335,0.741781699,-6.098810125
LAGE3,-0.253271001,6.22693832,-0.544370634,0.593672452,0.81657447,-6.098985085
NPLOC4,-0.147211905,6.593075989,-0.815510392,0.423504724,0.721463609,-6.100972276
G6PC1,-0.206784818,7.439463422,-0.495076393,0.627257843,0.832070448,-6.101502205
ABRAXAS2,0.153846681,5.98436548,0.775254596,0.446814115,0.735856283,-6.101718706
PRPF38A,-0.16391536,6.57433668,-0.693842461,0.49615816,0.766923574,-6.102269531
TIGD5,-0.205033434,5.110412499,-0.58883321,0.563696577,0.800074261,-6.102499034
UBE2I,-0.168631643,8.793330953,-0.844552262,0.40704398,0.710241526,-6.10348206
GAB1,-0.242565021,5.86891287,-0.812298738,0.42530603,0.723702299,-6.103556184
HBB,-0.607822014,14.57949393,-0.844176091,0.40724982,0.710241526,-6.103795593
PUS7,0.211383594,7.777533301,0.843555135,0.407589751,0.710241526,-6.104312862
SNRNP70,0.169461513,9.24710362,0.840682105,0.409164884,0.710974206,-6.106701506
S100A11,0.15592328,11.13575922,0.840551384,0.409236643,0.710974206,-6.106810006
GEMIN5,0.103201267,7.567451718,0.529840946,0.603478052,0.820309643,-6.106825929
ROCK2,-0.156970086,6.928390715,-0.840162245,0.409450308,0.710974206,-6.107132902
OCIAD2,0.142186664,7.244392821,0.58006078,0.569463501,0.804163756,-6.107632841
RBKS,0.130632825,6.498047121,0.80622386,0.428726276,0.727205636,-6.108417444
CFH,0.243073225,10.78145837,0.838046379,0.410613307,0.712215677,-6.108886124
CNN3,-0.163195277,8.215813436,-0.765825563,0.452285097,0.737439932,-6.10891628
CHADL,0.187059288,10.28304259,0.837989286,0.410644717,0.712215677,-6.108933374
DDB1,-0.127315155,8.146012687,-0.83703934,0.411167566,0.712706441,-6.109719106
SPCS2,-0.299611796,6.076008234,-0.682690593,0.503023247,0.771943217,-6.109908031
CTBP2,-0.214787945,9.335184951,-0.836537833,0.411443765,0.712769344,-6.110133581
DNAJC8,0.2450506,6.088788248,0.801953167,0.43114095,0.727205636,-6.11181439
LIG3,-0.216298003,6.345902728,-0.801820263,0.43121623,0.727205636,-6.11191983
BUB3,-0.099789776,8.256354832,-0.833226584,0.413270338,0.714424887,-6.112864334
SEPTIN7,-0.120856304,9.038558812,-0.832944811,0.413426007,0.714424887,-6.113096239
CLIC1,-0.112419239,10.36675522,-0.832324356,0.413768917,0.714424887,-6.113606627
PPM1B,-0.226087844,6.808392194,-0.797683463,0.433563476,0.728573012,-6.11519356
LOC100052533,-0.181410251,7.533919767,-0.796829638,0.434048923,0.728976456,-6.115867263
A0A9L0T229,0.266912086,8.975999644,0.829219635,0.415487512,0.715119024,-6.116155206
FN3KRP.1,0.15140743,9.032796834,0.828816099,0.415711216,0.715119024,-6.1164858
SLC38A3,-0.224428741,7.055392164,-0.563837528,0.580208801,0.809117106,-6.116931976
RAB8A,0.181748103,10.05994168,0.828165441,0.416072074,0.715119024,-6.117018528
BTF3L4,-0.287486661,8.003122296,-0.683268004,0.502666466,0.771794352,-6.117041024
PDIA4,-0.135031775,9.288561436,-0.827989103,0.416169906,0.715119024,-6.117162838
LOC100062210,-0.14591855,4.959941374,-0.603578054,0.553637023,0.796419464,-6.117424944
ETHE1,0.251560962,9.157411112,0.760922276,0.4551461,0.738420754,-6.118573886
UBL5,0.221462159,7.045331286,0.559352646,0.583197504,0.810041976,-6.119457939
FLNB,-0.202867968,8.857349166,-0.825029358,0.417814125,0.717114826,-6.119580681
LCMT1,0.137433592,6.861058748,0.677860188,0.506013599,0.771982541,-6.120707485
RASSF4,-0.102488003,6.35666731,-0.50178781,0.62263275,0.82995482,-6.121385091
LOC100051878,0.254265612,5.919874109,0.501506762,0.622826106,0.82995482,-6.121527076
ASPSCR1,-0.170875787,5.97195389,-0.697081542,0.493758341,0.764437744,-6.12186055
DMAC2L,0.184806648,7.030682332,0.71595124,0.482279944,0.758123658,-6.122081929
